,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,acousticness,artists,energy,id,name,year,genres
21120,21631,21359,27749,35916,0.107,The Beach Boys,0.172,7hpfjemmjcwlDvTd6aYCqF,Don't Talk (Put Your Head On My Shoulder),1966,pop
21121,21632,21363,27753,35920,0.5489999999999999,The Beach Boys,0.526,36j8LBkNuJn7eXLZJIhltq,That's Not Me,1966,pop
21122,21633,21365,27755,35922,0.0715,The Beach Boys,0.5489999999999999,5nOwELxL6hz8Dqk5m5qcpY,Sloop John B - Stereo,1966,pop
21123,21634,21366,27756,35924,0.183,Four Tops,0.614,2PUkN5yn30Zqyte21DamYO,"Shake Me, Wake Me (When It's Over)",1966,pop
21124,21635,21368,27758,35926,0.91,Perry Como,0.114,6EsM4rH8YrCqQCP4KjdL9h,Anema e core,1966,pop
21125,21636,21372,27764,35933,0.21,Herman's Hermits,0.6659999999999999,45VdLrgffQQSwUIgFz8uDq,My Sentimental Friend,1966,pop
21126,21637,21373,27765,35934,0.856,Booker T. & the M.G.'s,0.0817,45ZmZpCZqKgBVssKc0R9a2,Merry Christmas Baby,1966,pop
21127,21638,21380,27772,35942,0.0299,The Beach Boys,0.31,6VCaMX46KYohQ6NU5sVeOH,You Still Believe In Me - Mono / Remastered 2012,1966,pop
21128,21639,21382,27774,35945,0.6940000000000001,The Mamas & The Papas,0.53,1Pq4rwx0XIgAs9Dbv9i6u6,"The ""In"" Crowd",1966,pop
21129,21640,21386,27779,35950,0.19,The Mamas & The Papas,0.517,4bY7Za16KfbZsCFxDo5Xfg,Hey Girl,1966,pop
21130,21641,21389,27782,35954,0.0993,Donovan,0.624,4oEAnOKwjVRt5Cq60Vp7qq,The Trip,1966,pop
21131,21642,21390,27783,35955,0.0913,The Shadows Of Knight,0.6,5gKBC9DYXxO1SQabsyWflS,Dark Side,1966,pop
21132,21643,21394,27788,35960,0.787,Herman's Hermits,0.3,4S0W8LNfBur0HguAqspGXf,Listen People,1966,pop
21133,21644,21395,27789,35961,0.759,Cher,0.418,5ElFQhsIMNNfCL24SXU53S,Where Do You Go,1966,pop
21134,21645,21402,27798,43977,0.537,The Beach Boys,0.51,69W5zgLIevhOvqHkOOFuRM,I'm Waiting For The Day,1966,pop
21135,21646,21404,27800,43979,0.58,Nancy Sinatra,0.57,2gsRi0MuGDsDyvR9usz1pd,Day Tripper,1966,pop
21136,21647,21407,27803,43982,0.0498,Booker T. & the M.G.'s,0.133,175apoiG7vRvcFL6wKXTD3,Winter Wonderland,1966,pop
21137,21648,21410,27806,43985,0.0611,The Young Rascals,0.348,1YLaGOWAi7cwHZWOmKSv7M,In the Midnight Hour,1966,pop
21138,21649,21412,27808,43987,0.0702,Gene Pitney,0.662,0Sr9pmp8QMts6l3kAunRrP,It Hurts To Be In Love,1966,pop
21139,21650,21413,27809,43988,0.13,The Beach Boys,0.29,2Pn1dH7WNVIl8Q06NEwCxZ,Let's Go Away For Awhile,1966,pop
21140,21651,21414,27810,43989,0.547,Matt Monro,0.324,4e9vTtEXDvhktLMl7PRnYl,Strangers In The Night,1966,pop
21141,21652,21416,27813,43993,0.0652,Wilson Pickett,0.628,6t5XVSW2it2oySKzeYt9Ov,Barefootin',1966,pop
21142,21653,21417,27814,43994,0.41,Booker T. & the M.G.'s,0.235,3RvUgU5a73YPw2IJ16tYX8,White Christmas,1966,pop
21143,21654,21419,27816,43996,0.513,Chris Montez,0.853,5BaDwxvxYqV0lMDfkXFxhm,Sunny,1966,pop
21144,21655,21423,27820,44003,0.695,The Beach Boys,0.563,4MJs5mmZTguez0iCSnURk6,Wouldn't It Be Nice - Stereo Mix,1966,pop
21145,21656,21424,27821,44004,0.6829999999999999,Donovan,0.332,4vYvv6ODTNaEn3Do2CFpCc,Three King Fishers,1966,pop
21146,21657,21428,27825,44008,0.7490000000000001,Booker T. & the M.G.'s,0.0336,7uSoBQTeqalaDCecmRylHj,Blue Christmas,1966,pop
21147,21658,21429,27826,44010,0.442,Booker T. & the M.G.'s,0.091,3F13sQz063h9KvEpDLcVmX,Santa Claus Is Coming to Town,1966,pop
21148,21659,21430,27827,44011,0.124,The Beach Boys,0.664,60KpaDw4TOAqptJAfRQF0A,I Know There's An Answer,1966,pop
21149,21660,21434,27831,44017,0.7240000000000001,The Beach Boys,0.32899999999999996,2YKtRCMN3uAKLdJtRCuzzA,"Caroline, No",1966,pop
21150,21661,21435,27833,44020,0.951,Nancy Sinatra,0.22699999999999998,2kT26bUTYTZ0vHpfyUwUEv,The Shadow Of Your Smile,1966,pop
21151,21662,21437,27835,44022,0.7859999999999999,Nancy Sinatra,0.379,4Kgyi2w1aZWqdSil4pIOrS,In My Room,1966,pop
21152,21663,21439,27837,44024,0.29100000000000004,Donovan,0.449,0LgJmEkcOdslcQPPOPIXCM,Celeste,1966,pop
21153,21664,21441,27840,44027,0.391,The Beach Boys,0.63,2OBAA88IbXnN6Ho4OmRmQB,Here Today,1966,pop
21154,21665,21444,27843,44030,0.19699999999999998,The Beach Boys,0.278,6l5oqPAhFZD2GGnreM5dFm,You Still Believe In Me - Mono,1966,pop
21155,21666,21449,27848,44035,0.138,The Beach Boys,0.376,3YE86FJnpGpZQzUQZwQEok,God Only Knows - Remastered,1966,pop
21156,21667,21455,27854,44041,0.518,The Beach Boys,0.145,0fm7eBil6iC1ujLNKeehLt,Don't Talk (Put Your Head On My Shoulder) - Mono,1966,pop
21157,21668,21457,27856,44043,0.626,Mina,0.529,1fugrphRjf2zBZWbvJwQv2,Mi sei scoppiato dentro il cuore,1966,pop
21158,21669,21458,27857,44044,0.16,Jr. Walker & The All Stars,0.665,1kMhua1fsEyLtrzyo21m9S,Ame' Cherie,1966,pop
21159,21670,21460,27859,44047,0.8220000000000001,The Tokens,0.306,4OUGXGw7jbuPwPb2CPBltr,Earth Angel (You Will Be Mine),1966,pop
21160,21671,21461,27860,44048,0.519,Lee Hazlewood,0.369,5AqgcC9YdUZYYMdpCh3US5,For One Moment,1966,pop
21161,21672,21469,27868,44058,0.222,The Supremes,0.583,4hn3L3nBvl82haD8fgdqgA,This Old Heart Of Mine (Is Weak For You),1966,pop
21162,21673,21470,27870,44060,0.924,Perry Como,0.237,5b0xRsYa4LiSJIzyJnDmlO,Yesterday,1966,pop
21163,21674,21471,27871,44061,0.0526,The Beach Boys,0.233,5wR7QiU7KoLZVFokQQMxxi,You Still Believe in Me - Stereo,1966,pop
21164,21675,21472,27872,44063,0.0904,The Beach Boys,0.7240000000000001,1Gu7aaQXQNGrmpXGWua4oB,Pet Sounds,1966,pop
21165,21676,21475,27875,44068,0.539,The Beach Boys,0.44799999999999995,2iICy2M7GpQi2pTXjg18X3,That's Not Me - Mono,1966,pop
21166,21677,21476,27876,44069,0.5760000000000001,The Beach Boys,0.515,3C0feBlzUt7b3PyPUn7Lfl,I Just Wasn't Made For These Times - Mono,1966,pop
21167,21678,21477,27877,44070,0.653,The Happenings,0.46,4IY7Fc1GuYtqXqIT46vrzK,Go Away Little Girl,1966,pop
21168,21679,21480,27880,44073,0.7509999999999999,The Lovin' Spoonful,0.32899999999999996,2IDPRiQNveQJS3wYN1F1o4,Rain On The Roof - 2003 Remaster,1966,pop
21169,21680,21483,27883,44076,0.233,The Beach Boys,0.12,4BLOqDmmqkomgogV5smvhR,Don't Talk (Put Your Head On My Shoulder) - Stereo,1966,pop
21170,21681,21491,27891,44085,0.9309999999999999,Ike & Tina Turner,0.638,6BsqGXd7joYURClUVDIQnA,A Love Like Yours (Don't Come Knocking Every Day),1966,pop
21171,21682,21492,27892,44086,0.7040000000000001,The Beach Boys,0.431,7cUrNcHcCBUHfSRVRmtqqs,That's Not Me - Stereo,1966,pop
21172,21683,21496,27896,44090,0.696,Brian Hyland,0.82,4kV6opXYLOjYswb9G9liIp,The Joker Went Wild,1966,pop
21173,21684,21498,27898,44092,0.599,Donovan,0.23800000000000002,0DONU4H4SePS5zFDrNg3q2,Legend of a Girl Child Linda,1966,pop
21174,21685,21499,27899,44093,0.611,Booker T. & the M.G.'s,0.0793,0dbf3M1Wnj1AVQf4xE8f55,Silent Night,1966,pop
21175,21686,21501,27901,44096,0.233,Donovan,0.349,56ObslHfrS6pnMmYmffaZX,Ferris Wheel,1966,pop
21176,21687,21502,27902,44099,0.5329999999999999,Ike & Tina Turner,0.8740000000000001,1QpFBIMJ4DtRZaNlRoPulY,I'll Never Need More Than This,1966,pop
21177,21688,21506,27906,44104,0.139,The Turtles,0.604,5AhnV2wQ9d2XJNKEXRWnaw,You Baby (Mono),1966,pop
21178,21689,21510,27910,44108,0.161,Nancy Sinatra,0.794,3l35DNYvWELcX1z1DIZ6Tf,"How Does That Grab You, Darlin'?",1966,pop
21179,21690,21511,27911,44109,0.589,Herman's Hermits,0.75,4E2jtYi0OhTYaSJ0iCD4Sw,( What A) Wonderful World,1966,pop
21180,21691,21514,27914,44113,0.7240000000000001,Nancy Sinatra,0.409,0rkj4v4sOBY7XA48FBlUh3,Flowers On The Wall,1966,pop
21181,21692,21515,27915,44114,0.263,The Beach Boys,0.418,2YcPBBa0K32C429HT77RT0,I Just Wasn't Made For These Times - Stereo,1966,pop
21182,21693,21516,27916,44115,0.31,The Supremes,0.5720000000000001,07CQtGe9PVqzQt1TBSkLWZ,Can I Get A Witness - Alternate Vocal,1966,pop
21183,21694,21517,27917,44116,0.89,Paul Anka,0.39799999999999996,0we6C3lm53KCmG4pCjzK9l,You Are My Destiny,1966,pop
21184,21695,21520,27920,44119,0.6859999999999999,Martha Reeves & The Vandellas,0.693,1NzDXJTbP1zHDLZrulnfMk,I'm Ready For Love,1966,pop
21185,21696,21521,27921,44120,0.0455,Percy Sledge,0.203,4k7BJrLlqG2Vc0lDbyWAcb,My Adorable One,1966,pop
21186,21697,21526,27926,44126,0.434,The Beach Boys,0.45799999999999996,4pGdQOZErq1CefX2hwWpFb,I'm Waiting For The Day - Mono,1966,pop
21187,21698,21527,27927,44127,0.49,The Beach Boys,0.27399999999999997,4wAe30ud0WBLmVA04yafrJ,Let's Go Away For Awhile - Mono,1966,pop
21188,21699,21529,27929,44130,0.381,The Beach Boys,0.381,1cOs9FzlY0ByIKjMoebJsU,I'm Waiting For The Day - Stereo,1966,pop
21189,21700,21535,27935,44136,0.10300000000000001,The Supremes,0.54,4Kkc9FUzcD4kAEM0DjbuUz,Everything Is Good About You,1966,pop
21190,21701,21537,27937,44138,0.158,The Beach Boys,0.581,4tDaOqJX4DRpASsXGZJKMP,Sloop John B - Remastered,1966,pop
21191,21702,21541,27941,44142,0.9570000000000001,Perry Como,0.147,1s13rQRLkRq8829vIQedT2,Oh Marie,1966,pop
21192,21703,21546,27946,44148,0.802,Nancy Sinatra,0.42200000000000004,63rMduMlkiIKajf4323jIJ,Call Me,1966,pop
21193,21704,21548,27948,44150,0.76,Booker T. & the M.G.'s,0.0964,6UJKlYI09nvPANWAoNC8zy,The Christmas Song,1966,pop
21194,21705,21549,27949,44151,0.10099999999999999,The Beach Boys,0.209,7dmaPUMXcfg5YRgqu7oRoI,Let's Go Away for Awhile - Stereo,1966,pop
21195,21706,21556,27957,44162,0.562,Martha Reeves & The Vandellas,0.424,4OZOtLWAJyBCkQFeIPw7ax,No More Tearstained Make Up,1966,pop
21196,21707,21557,27958,44164,0.0775,The Beach Boys,0.613,0e2RFJVD6bXPdJrsTWuGQH,I Know There's An Answer - Mono,1966,pop
21197,21708,21561,27962,44169,0.7170000000000001,Nancy Sinatra,0.336,07hmnwi7oPw3rEEPlIA584,It Ain't Me Babe,1966,pop
21198,21709,21564,27965,52179,0.426,The Beach Boys,0.172,5yQ4Ez2qdolFGQctWzgejh,God Only Knows - Live At Michigan State University/1966,1966,pop
21199,21710,21567,27968,52182,0.33299999999999996,The Beach Boys,0.539,1VfPrd23LqHwKvIhtL7rXu,Here Today - Stereo,1966,pop
21200,21711,21568,27969,52183,0.308,The Beach Boys,0.5429999999999999,2C2YvUN5Omt3r25vfzeaR6,I Know There's An Answer - Stereo,1966,pop
21201,21712,21570,27971,52186,0.77,The Beach Boys,0.29100000000000004,6f1Vke61xFftdtfxRQFTwK,"Caroline, No - Stereo",1966,pop
21202,21713,21571,27972,52187,0.545,Sam & Dave,0.396,0bWdtUzitoLGHvoRvu5ngq,You Don't Know Like I Know - LP/Single Version,1966,pop
21203,21714,21574,27975,52191,0.258,The Temptations,0.54,3owVGwSDs5HawSKyutZCtP,I've Been Good To You,1966,pop
21204,21715,21575,27976,52192,0.0533,Donovan,0.386,4BtgYwuy4s2v4XApbgW0Rd,The Fat Angel,1966,pop
21205,21716,21580,27981,52198,0.608,Booker T. & the M.G.'s,0.006640000000000001,2Xjl45UdCsbPfAAwgSK4eI,We Three Kings,1966,pop
21206,21717,21581,27982,52199,0.026000000000000002,The Beach Boys,0.5660000000000001,34t0eQX3rFwv3CoDZNWyc7,Pet Sounds - Stereo,1966,pop
21207,21718,21582,27983,52200,0.162,Herman's Hermits,0.706,5GYcy22LYxowRgECBfgTIa,Something's Happening,1966,pop
21208,21719,21586,27988,52205,0.73,The Beach Boys,0.374,2adj7kl3OZzJH3ydy4HS8V,"Caroline, No - Mono",1966,pop
21209,21720,21587,27989,52206,0.945,Paul Anka,0.237,5FSvqtQQ0Q5Ey8ilpcuvBi,I'm Glad There Is You (In This World of Ordinary People),1966,pop
21210,21721,21590,27992,52210,0.0636,Herman's Hermits,0.71,2rYKu9ogqK1BjYLt1bMsGt,A Must To Avoid,1966,pop
21211,21722,21592,27994,52212,0.316,The Grass Roots,0.637,5FWJeR2QodmyrkbVsFJ3Yj,Where Were You When I Needed You,1966,pop
21212,21723,21596,27998,52216,0.297,The Beach Boys,0.25,0r0koSn8v0KSxDd5yOsxpn,You Still Believe In Me - Remastered,1966,pop
21213,21724,21597,27999,52217,0.883,Andy Williams,0.22899999999999998,12s33bsZSCcZ2OhicEhWdl,Somewhere,1966,pop
21214,21725,21598,28000,52218,0.0492,Nancy Sinatra,0.902,1YFKjU2X3QmVCdxNR2mbD4,The Last Of The Secret Agents,1966,pop
21215,21726,21600,28002,52220,0.314,The Beach Boys,0.503,2s5Wnt2xL33WVdI97RQm5R,Here Today - Mono,1966,pop
21216,21727,21607,28010,52228,0.044000000000000004,The Beach Boys,0.652,2O5lTd3EAUmMlywFwYfoup,Pet Sounds - Mono,1966,pop
21217,21728,21610,28013,52231,0.759,Donovan,0.124,4eBUd0u5uIm0pgfTvfMLsJ,Guinevere,1966,pop
21218,21729,21617,28021,52239,0.273,Carla Thomas,0.312,42LxfpwNcqLsHryHmzMytz,Red Rooster,1966,pop
21219,21730,21619,28023,52241,0.68,The Troggs,0.606,4hmjM2PqV9hZCsB6Z4bGOP,I Can't Control Myself,1966,pop
21220,21731,21621,28025,52243,0.747,Booker T. & the M.G.'s,0.0755,7iK3CxpTfKwp2Q9bb8mToQ,Sweet Little Jesus Boy,1966,pop
21221,21732,21623,28027,52245,0.27399999999999997,The Young Rascals,0.617,1GKtKXsCbpspPy1837Oaw9,I Ain't Gonna Eat out My Heart Anymore - Single Version,1966,pop
21222,21733,21628,28034,52252,0.721,The Beach Boys,0.461,7C28Xkw6yYfFZBPDThoQ5Q,That's Not Me - Remastered,1966,pop
21223,21734,21630,28036,52254,0.675,Irma Thomas,0.6629999999999999,3tR4oBqQkftHXm5NmWax8l,I Haven't Got Time To Cry,1966,pop
21224,21735,21635,28042,52262,0.8059999999999999,Paul Anka,0.384,3TuS1TAHZt9Y7aMDtM1cHx,Canadian Sunset,1966,pop
21225,21736,21636,28044,52264,0.289,The Beach Boys,0.135,4LHeNOCwHJvKxmH0AsQ1xt,Don't Talk (Put Your Head On My Shoulder) - Remastered,1966,pop
21226,21737,21637,28045,52265,0.299,Santo & Johnny,0.657,55xaWn6fLnyqCgcXiFivzH,Do You Want To Know A Secret,1966,pop
21227,21738,21644,28053,52273,0.32,Percy Sledge,0.368,0TelFBLhPKXDhWtZQTeRy3,I'm Hanging up My Heart for You,1966,pop
21228,21739,21646,28055,52276,0.937,Perry Como,0.225,3A4dJzTBgksGSR9f0MOfmc,O Marenariello,1966,pop
21229,21740,21651,28061,52282,0.948,The Mamas & The Papas,0.245,5Qkdbjd2W4R1bDifdSqfw5,Once Was A Time I Thought,1966,pop
21230,21741,21661,28074,52296,0.0209,The Shadows Of Knight,0.8079999999999999,1AFqr06tHEGq2kRoJ3eSwb,I Got My Mojo Working,1966,pop
21231,21742,21668,28082,52304,0.242,Smokey Robinson & The Miracles,0.607,5YvokzRkNONpj5c0TIqTjQ,(Come 'Round Here) I'm The One You Need,1966,pop
21232,21743,21672,28086,52308,0.294,Nancy Sinatra,0.713,7I73IokPVdIqFnJYZaqulL,Run For Your Life,1966,pop
21233,21744,21674,28088,52310,0.7659999999999999,Paul Anka,0.349,1bKeZe94h4rtirMWGL50km,Memories Are Made of This,1966,pop
21234,21745,21677,28092,52314,0.518,The Beach Boys,0.42,5MjxxYFJ7LP4D9gIv5n7gw,I'm Waiting For The Day - Remastered,1966,pop
21235,21746,21680,28095,52317,0.647,Nancy Sinatra,0.647,7F1MfYFvrXgywSQdmxCkZR,Lightning's Girl,1966,pop
21236,21747,21683,28098,52320,0.625,Mary Wells,0.401,0gKQ7oFDnlVYzlMuqwRP64,Dear Lover - Single Version,1966,pop
21237,21748,21688,28104,52328,0.521,The Lovin' Spoonful,0.584,5tVH1vBbyB2XI8gJpWlFly,Jug Band Music,1966,pop
21238,21749,21690,28106,52330,0.46,The Beach Boys,0.508,1MmoaCSmutOFwNg7SClVRE,I Just Wasn't Made For These Times - Remastered,1966,pop
21239,21750,21695,28112,52336,0.374,Smokey Robinson & The Miracles,0.37799999999999995,4qEaW3qN5P4pKPkWQ5HVVB,Swept For You Baby,1966,pop
21240,21751,21702,28119,52343,0.177,The Beach Boys,0.195,6MNE6HMhEuoS8PJewOTXOf,Let's Go Away For Awhile - Remastered,1966,pop
21241,21752,21703,28120,52344,0.905,Perry Como,0.154,6q0asCL96LvpQOBWwG8msh,Toselli's Serenade (Dreams and Memories),1966,pop
21242,21753,21705,28122,52346,0.4,The Beach Boys,0.615,1LMJObeHKN2eTblAFkQlb8,I Know There's An Answer - Remastered,1966,pop
21243,21754,21706,28123,52347,0.37,Sonny & Cher,0.593,1NNftuPggIHO7DNZr7h3xS,I'm Leaving It All up to You,1966,pop
21244,21755,21709,28126,52350,0.91,Paul Anka,0.423,3sOErE7W56CGdaFSvCirlj,Sorrento,1966,pop
21245,21756,21714,28131,52355,0.925,Perry Como,0.142,7JHkyY5R6YNaPYPfkpRLEH,"Love Theme from ""La Strada"" (Traveling Down a Lonely Road)",1966,pop
21246,21757,21718,28135,52359,0.22699999999999998,Percy Sledge,0.33399999999999996,1SLmCvl415HMHJXqFpUjQa,It Tears Me Up,1966,pop
21247,21758,21719,28136,52360,0.20199999999999999,Johnny Rivers,0.721,1pIHu3wGjuMk7QNw62kl8s,The Snake - Live At Whisky A Go Go / 1966,1966,pop
21248,21759,21726,28146,52371,0.27399999999999997,Los Iracundos,0.86,7xa6ZG9Xwi0toCbrvgJllg,Quien Te Da Lo Que Te Daba,1966,pop
21249,21760,21730,28150,52375,0.0153,The Ventures,0.748,1ktbWc33IVFlkwbNOv28Sv,Secret Agent Man,1966,pop
21250,21761,21732,28152,60408,0.8109999999999999,The Beach Boys,0.387,2kWoMDquVzB9129KUgUfUP,"Caroline, No - Remastered",1966,pop
21251,21762,21735,28156,60412,0.838,Ike & Tina Turner,0.887,4JHX3u5yovzybigusJ1pec,Save The Last Dance For Me,1966,pop
21252,21763,21737,28158,60414,0.15,The Mamas & The Papas,0.762,5F3HI5Qf4OtYoU67lWBNzO,"Trip, Stumble & Fall",1966,pop
21253,21764,21745,28166,60422,0.265,Smokey Robinson & The Miracles,0.555,06PjPPrL9gUOKWTSiL3LBD,Whole Lot Of Shakin' In My Heart (Since I Met You),1966,pop
21254,21765,21747,28168,60425,0.00187,The Rascals,0.35600000000000004,1EeCFmdE9viNuagQ03Axwj,Like a Rolling Stone,1966,pop
21255,21766,21749,28170,60427,0.7759999999999999,Nancy Sinatra,0.496,1rHagM3ZYdJb0KgY3pLrIc,Time,1966,pop
21256,21767,21751,28172,60429,0.17,The Beach Boys,0.479,3XgjnV5cIylj5m3UIq76Az,Wouldn't It Be Nice - Instrumental Stereo Mix,1966,pop
21257,21768,21753,28174,60431,0.282,Tommy James & The Shondells,0.643,4kCskOtTBPbJS4ndXqsWBc,Good Lovin',1966,pop
21258,21769,21759,28181,60438,0.35,The Lovin' Spoonful,0.44799999999999995,4O9KYqze07q3l0xW5gUw2U,Lovin' You - 2003 Remaster,1966,pop
21259,21770,21761,28183,60440,0.39799999999999996,Nancy Sinatra,0.852,4yxosmIPTGwoIb68IQOXdf,Sorry 'Bout That,1966,pop
21260,21771,21762,28184,60441,0.415,The Lovin' Spoonful,0.609,56UlyXsKN66Bu6S7b14Iqs,Darlin' Companion - 2003 Remaster,1966,pop
21261,21772,21765,28188,60445,0.469,The Beach Boys,0.536,7MIwZph61NqaneMo5DEpZW,Here Today - Remastered,1966,pop
21262,21773,21771,28196,60453,0.11599999999999999,The Beach Boys,0.629,3eFZ574lChw4qH2lYsQJio,Pet Sounds - Remastered,1966,pop
21263,21774,21773,28198,60455,0.40399999999999997,Hariharan,0.28800000000000003,607hpLhAvR8cWMieN1GjS0,Chanda Re Chanda Re,1966,pop
21264,21775,21781,28207,60465,0.47700000000000004,Percy Sledge,0.122,2or682FSbAsLbbsIeHEVJs,Love Me All the Way,1966,pop
21265,21776,21784,28210,60468,0.96,Perry Como,0.193,3oO98kiu8GUWJQXIVFxz3T,Coo Coo Roo Coo Coo Paloma,1966,pop
21266,21777,21785,28211,60469,0.374,The Temptations,0.655,4vY4h5YfkZnJ4ezbW1J0Rz,Too Busy Thinking About My Baby,1966,pop
21267,21778,21786,28212,60470,0.242,The Shadows Of Knight,0.405,55TAMPcVRoKJMAge37tkhr,Oh Yeah,1966,pop
21268,21779,21789,28216,60474,0.237,Gene Pitney,0.7829999999999999,6u0MfwA7p9rmTR5zYioATQ,Every Breath I Take,1966,pop
21269,21780,21790,28217,60475,0.568,Gene Pitney,0.433,7icbvHw3CAKSyuISfgDQpg,I'm Gonna Be Strong,1966,pop
21270,21781,21798,28226,60484,0.507,Sam & Dave,0.16399999999999998,3OuKAiQrDMDoHFaQqT7yLC,I Got Everything I Need,1966,pop
21271,21782,21801,28229,60487,0.8440000000000001,Cliff Richard,0.33399999999999996,4N18qCEyDLju8rDqPnoDDW,Visions - 2005 Remaster,1966,pop
21272,21783,21806,28234,60493,0.413,The Lovin' Spoonful,0.48200000000000004,6XhnrCPo3ufwGTbEZSkq5J,Warm Baby,1966,pop
21273,21784,21814,28242,60501,0.0767,Los Iracundos,0.621,1lIFbIGvOd4Gh1xXqlSI7J,Me Voy O Me Quedo,1966,pop
21274,21785,21826,28255,60515,0.414,The Temptations,0.42,7LePS8gQxo9hS44sXU8ysO,Fading Away,1966,pop
21275,21786,21830,28260,60521,0.46299999999999997,Chad & Jeremy,0.452,1HkEcKZgwPKcYSCM1llppS,Distant Shores,1966,pop
21276,21787,21833,28263,60524,0.00658,Paul Revere & The Raiders,0.636,1wWyiDmH930CFyyJ67lxC8,"Baby, Please Don't Go",1966,pop
21277,21788,21834,28264,60525,0.12300000000000001,Herman's Hermits,0.5489999999999999,26ZBC4sqyIc5LLAnuxg6i4,Leaning On A Lamp Post,1966,pop
21278,21789,21836,28266,60527,0.00403,The Shadows Of Knight,0.7070000000000001,4fCMCtKSyRR28liwEjyXjE,It Always Happens That Way,1966,pop
21279,21790,21839,28269,60530,0.8959999999999999,The Platters,0.163,6O3Qmhjee3UNfHOOcphd8j,If I Had You,1966,pop
21280,21791,21840,28270,60531,0.0177,Herman's Hermits,0.609,6PaoF0aLOd9XVaD4NUS1Ta,Dandy,1966,pop
21281,21792,21843,28273,60535,0.000173,The Beach Boys,0.348,03ievfc1GsocJtR9Es7nlV,God Only Knows - Instrumental Stereo Mix,1966,pop
21282,21793,21844,28275,60537,0.0203,Smith,0.473,1AlIs1WzNGaahw5729Y61h,The Weight,1966,pop
21283,21794,21848,28279,60541,0.586,Herman's Hermits,0.644,3mHv5hJCuFTvz3nomrFRJz,Just A Little Bit Better,1966,pop
21284,21795,21857,28290,60553,0.4370000000000001,Sam & Dave,0.41600000000000004,0qBzs7OJ1IJnmH7uEhcM9j,I Take What I Want - Mono,1966,pop
21285,21796,21858,28291,60554,0.29100000000000004,Nancy Sinatra,0.45799999999999996,1FNPFTvq0nk8IlR8rXB2u3,"So Long, Babe",1966,pop
21286,21797,21868,28303,60567,0.0159,The Beach Boys,0.605,52Ql4qoFK6SBW8vL9Xkaqj,Wouldn't It Be Nice - Live At Michigan State University/1966,1966,pop
21287,21798,21869,28304,60568,0.0884,Los Iracundos,0.578,5GDClnQmXeCQUNJHCTOKr9,Tu Por Mi,1966,pop
21288,21799,21871,28306,60570,0.166,Johnny Rivers,0.423,5qBy5gRPu4Dx3EEtyBqFDg,You've Lost That Lovin' Feelin' - Live At Whisky A Go Go / 1966,1966,pop
21289,21800,21873,28308,60572,0.43799999999999994,Fontella Bass,0.271,6JrTULFZJokhGGPQfZHT1r,Since I Fell For You,1966,pop
21290,21801,21875,28310,60574,0.877,Chris Montez,0.249,7deQkeKqeco5qrNIDyXFjS,The Shadow Of Your Smile,1966,pop
21291,21802,21881,28318,60582,0.479,The Supremes,0.8759999999999999,2iJP97Bttwb6bbZO9wNEJ9,You Can't Hurry Love - Mono,1966,pop
21292,21803,21888,28327,60591,0.29600000000000004,Barbara Lewis,0.41200000000000003,5wp9Z8VwNN0USErAjkyBUh,Don't Forget About Me,1966,pop
21293,21804,21889,28328,60592,0.23199999999999998,Los Iracundos,0.5660000000000001,62FHMAAelXXO9UidjYjnKW,"Tu Lugar, Mi Lugar",1966,pop
21294,21805,21907,28348,68614,0.9490000000000001,The Platters,0.187,5OlbKnqAgbNciWM3KBgwXu,What Name Shall I Give You My Love,1966,pop
21295,21806,21909,28350,68616,0.5,The Supremes,0.7859999999999999,6Rqad6iLpRw7dQ6YbLadye,This Old Heart Of Mine (Is Weak For You) - Mono,1966,pop
21296,21807,21919,28362,68630,0.00373,The Beach Boys,0.131,2gE8FFfVxdzcYpFKsB0DYT,Don't Talk (Put Your Head On My Shoulder) - Instrumental Stereo Mix,1966,pop
21297,21808,21924,28367,68635,0.86,Nancy Sinatra,0.0803,3Ai7M4s9diq9vPwUz7hwyj,Not The Lovin' Kind,1966,pop
21298,21809,21928,28373,68641,0.8220000000000001,Nancy Sinatra,0.34,5kVbDEmiHu9ZhfodtZ9npp,Until It's Time For You To Go,1966,pop
21299,21810,21932,28378,68646,0.0574,Los Iracundos,0.907,6dDnskRAWLcAzXnHEwehqK,El Musico Es Como El Marinero,1966,pop
21300,21811,21933,28379,68647,0.00851,The Beach Boys,0.282,6io8UM5UWg7Ej2QaCORoAK,You Still Believe In Me - Instrumental Stereo Mix,1966,pop
21301,21812,21941,28387,68656,0.11199999999999999,The Temptations,0.662,0yastKeyKHGXIBVNwdsfKM,Say You,1966,pop
21302,21813,21942,28388,68657,0.121,The Supremes,0.6990000000000001,1Cg5PyWSFbz1guRL61uxF2,Love Is Like An Itching In My Heart - Mono,1966,pop
21303,21814,21945,28391,68660,0.718,Cher,0.292,1fq0O4jnJwdOqqMPtE7FjL,Sunny,1966,pop
21304,21815,21948,28395,68664,0.24100000000000002,Fausto Leali,0.436,2LYAgzcmX66AgxvF829Lss,A chi (Hurt) - Remastered,1966,pop
21305,21816,21958,28406,68677,0.47,The Mamas & The Papas,0.7120000000000001,6bt66mdAIeV2vqzbkLY1lK,My Heart Stood Still,1966,pop
